54,109,-679,-2,-3,0
4154,109,-679,-2,-3,0
4154,109,-679,-2,-3,0
4154,109,-679,1,-3,-1
4153,114,-682,1,-3,-1
4153,114,-682,1,-3,-1
4153,114,-682,1,-3,-1
4158,107,-681,4,-4,1
4158,107,-681,4,-4,1
4158,107,-681,4,-4,1
4155,106,-693,1,0,3
4155,106,-693,1,0,3
4155,106,-693,1,0,3
4145,111,-677,4,1,2
4145,111,-677,4,1,2
4145,111,-677,4,1,2
4145,111,-677,4,2,-1
4156,115,-673,4,2,-1
4156,115,-673,4,2,-1
4156,115,-673,4,2,-1
4148,107,-686,6,-1,0
4148,107,-686,6,-1,0
4148,107,-686,6,-1,0
4156,116,-669,1,1,-1
4156,116,-669,1,1,-1
4156,116,-669,1,1,-1
4156,116,-669,1,0,-1
4152,118,-676,1,0,-1
4152,118,-676,1,0,-1
4152,118,-676,1,0,-1
4155,119,-654,0,0,-2
4155,119,-654,0,0,-2
4155,119,-654,0,0,-2
4147,121,-652,1,2,2
4147,121,-652,1,2,2
4147,121,-652,1,2,2
4144,117,-660,1,1,3
4144,117,-660,1,1,3
4144,117,-660,1,1,3
4144,117,-660,1,-2,0
4157,117,-657,1,-2,0
4157,117,-657,1,-2,0
4157,117,-657,1,-2,0
4150,119,-656,2,-3,0
4150,119,-656,2,-3,0
4150,119,-656,2,-3,0
4154,108,-671,2,-4,0
4154,108,-671,2,-4,0
4154,108,-671,2,-4,0
4154,108,-671,4,-4,1
4149,112,-663,4,-4,1
4149,112,-663,4,-4,1
4149,112,-663,4,-4,1
4150,118,-663,3,-5,-1
4150,118,-663,3,-5,-1
4150,118,-663,3,-5,-1
4154,120,-673,3,-4,1
4154,120,-673,3,-4,1
4154,120,-673,3,-4,1
4154,120,-673,3,-2,3
4152,110,-673,3,-2,3
4152,110,-673,3,-2,3
4152,110,-673,3,-2,3
4161,112,-672,1,2,4
4161,112,-672,1,2,4
4161,112,-672,1,2,4
4165,106,-671,1,0,2
4165,106,-671,1,0,2
4165,106,-671,1,0,2
4154,108,-671,0,0,1
4154,108,-671,0,0,1
4154,108,-671,0,0,1
4154,108,-671,0,-2,4
4151,108,-674,0,-2,4
4151,108,-674,0,-2,4
4151,108,-674,0,-2,4
4151,116,-685,2,-2,5
4151,116,-685,2,-2,5
4151,116,-685,2,-2,5
4143,108,-682,2,-2,4
4143,108,-682,2,-2,4
4143,108,-682,2,-2,4
4143,108,-682,4,1,2
4147,111,-668,4,1,2
4147,111,-668,4,1,2
4147,111,-668,4,1,2
4156,115,-667,5,4,0
4156,115,-667,5,4,0
4156,115,-667,5,4,0
4150,114,-666,0,5,2
4150,114,-666,0,5,2
4150,114,-666,0,5,2
4155,116,-669,0,1,3
4155,116,-669,0,1,3
4155,116,-669,0,1,3
4155,116,-669,1,-2,4
4158,112,-670,1,-2,4
4158,112,-670,1,-2,4
4158,112,-670,1,-2,4
4154,102,-671,2,-3,1
4154,102,-671,2,-3,1
4154,102,-671,2,-3,1
4152,112,-669,2,-4,-4
4152,112,-669,2,-4,-4
4152,112,-669,2,-4,-4
4152,112,-669,0,-3,-1
4152,117,-664,0,-3,-1
4152,117,-664,0,-3,-1
4152,117,-664,0,-3,-1
4158,118,-660,-1,-1,1
4158,118,-660,-1,-1,1
4158,118,-660,-1,-1,1
4155,122,-672,0,-2,0
4155,122,-672,0,-2,0
4155,122,-672,0,-2,0
4149,117,-674,2,1,2
4149,117,-674,2,1,2
