136,-37,4893,-606,-218,-275
233,29,4727,-681,-109,-234
337,-48,4646,-627,-52,-240
330,-91,4640,-554,-162,-207
359,-29,4573,-583,-212,-186
378,41,4487,-596,-157,-146
368,197,4358,-374,-87,13
344,-32,4584,-122,12,135
120,-195,4858,-9,-50,200
34,-213,4941,-191,-107,-63
66,-117,4781,-352,192,-246
147,-81,4642,-410,273,-369
225,-166,4573,-453,326,-436
246,-29,4396,-589,524,-415
289,8,4285,-668,599,-432
381,-49,4244,-685,620,-351
505,-105,4134,-664,822,61
420,66,4004,-588,1161,466
284,102,4014,-406,1271,754
178,-186,4239,-247,1239,1034
32,-86,4267,-248,1071,1019
-2,-46,4220,-275,1002,836
-101,-49,4250,-224,1032,655
-168,-152,4251,-358,917,421
-165,-221,4218,-560,618,75
-131,-226,4113,-886,159,-489
-79,-230,4014,-1066,82,-674
-94,-157,3896,-1144,78,-730
171,-270,3697,-1146,108,-739
246,-50,3378,-997,198,-385
203,19,3260,-730,151,-116
141,-98,3286,-402,-42,56
49,-231,3412,-303,-93,220
-225,-14,3429,-203,-74,284
-278,-72,3505,-151,-10,115
-344,-95,3456,-258,-302,-186
-354,25,3328,-381,-128,-205
-346,84,3118,-414,21,-117
-160,44,2906,-353,-65,-168
-9,17,2767,-285,-96,-117
54,55,2662,-158,-32,68
81,-119,2719,62,-72,227
-44,-257,2958,129,1,324
-216,-275,3095,98,-46,394
-295,-180,3119,3,-175,342
-379,20,2997,-52,-197,267
-389,291,2843,-31,-91,207
-230,380,2793,184,-180,85
-120,185,2917,352,-249,12
-2,154,3003,448,-333,95
143,2,3170,584,-422,252
71,-292,3689,607,-372,412
-121,-261,3947,533,-376,429
-227,-132,4002,450,-408,321
-242,-35,4064,459,-295,224
-276,123,3928,449,-391,138
-255,398,3731,498,-431,37
7,307,3683,746,-333,127
42,121,3841,855,-358,241
140,-40,3953,810,-525,189
308,-133,3950,635,-484,110
299,-279,4121,601,-456,125
196,-323,4302,570,-429,210
-60,-138,4384,470,-609,278
-154,58,4296,472,-489,293
-168,171,4243,570,-403,211
15,280,4079,638,-334,42
182,215,4006,631,-258,2
206,337,3925,618,-223,-8
324,380,3887,546,-167,38
517,332,3840,555,-224,143
571,292,3898,575,-301,242
544,251,4009,598,-238,348
459,354,4151,598,-206,377
433,485,4119,549,-353,359
527,563,4037,501,-507,411
485,753,3982,591,-632,470
411,745,4077,729,-805,295
389,709,4140,819,-836,74
572,383,4418,787,-841,-38
506,209,4656,695,-910,22
389,140,4840,566,-945,74
351,186,4913,471,-885,228
431,199,4910,487,-615,446
114,350,5007,573,-571,659
89,188,5073,613,18,835
173,212,5017,600,36,881
177,349,4791,541,241,937
336,478,4575,533,476,838
602,563,4346,553,297,778
610,598,4283,526,-113,742
736,533,4360,476,-257,716
486,344,4664,264,-674,532
399,566,4530,-45,-1055,242
489,952,4143,-278,-1173,-15
634,1155,3876,-106,-914,-197
718,1092,3986,79,-595,-51
702,920,4245,264,-146,196
521,685,4564,382,-25,359
575,604,4551,362,91,336
548,521,4490,352,52,337
615,475,4341,343,-40,245
590,446,4260,351,-29,229
-316,333,5197,-1673,1943,61
-240,373,4548,-2077,2245,-734
116,771,4309,-1987,1982,-862
-54,527,4430,-1660,2133,-624
-44,400,4473,-1113,1526,-341
81,184,4393,-828,999,-389
236,171,4234,-479,866,-377
346,198,4224,-368,635,-428
422,183,4131,-307,373,-397
406,389,4003,-362,417,-409
321,395,3946,-549,565,-466
192,387,4043,-977,493,-635
176,226,4601,-1253,22,-751
-523,477,4479,-605,53,-614
82,196,4152,-32,35,-15
122,122,4164,7,18,139
132,130,4162,-4,27,57
129,97,4157,-4,18,-3
127,88,4159,2,13,-5
138,104,4158,-4,16,-6
251,105,4152,1,16,-25
409,133,4157,2,1,14
119,88,4174,11,-16,27
-2,74,4173,1,4,-1
91,84,4164,5,9,-46
66,78,4154,12,9,-3
108,89,4165,14,7,-1
115,96,4163,17,6,19
117,94,4152,21,-2,19
151,71,4149,19,-4,32
305,-238,4148,145,-149,242
270,-731,4399,275,56,684
13,-1026,4758,656,30,1025
-421,-852,5310,1577,821,1051
-1153,-500,5360,632,716,472
-765,-350,4906,-85,558,-381
-230,-277,4385,-175,1028,-421
-45,-281,4203,-62,1171,-204
172,-261,4011,-19,1288,51
485,-296,3762,-92,1165,287
640,-254,3575,-148,861,359
697,-164,3480,-142,328,387
554,-86,3597,-80,-170,503
180,-131,3943,-66,-341,584
-13,-163,4103,-85,-265,685
23,-8,4069,-91,-167,746
179,33,4023,-14,-16,882
102,15,4070,95,4,974
-43,12,4107,94,-82,945
-89,53,4039,40,-229,724
-56,85,3999,58,-208,682
-109,65,4021,74,-204,719
-148,113,4047,66,-297,708
-199,123,4108,45,-326,606
-183,163,4143,22,-335,471
-242,70,4320,-16,-448,153
-248,-67,4385,-124,-386,-70
-200,-83,4366,-232,-232,-253
-60,-54,4226,-373,-191,-461
22,107,4091,-358,-205,-521
131,158,3993,-308,-246,-498
272,212,3920,-199,-255,-257
309,295,3953,-107,-343,-48
228,401,3987,-54,-394,109
108,444,4024,61,-424,247
-74,351,4136,117,-259,316
-125,326,4160,125,-31,313
-90,271,4157,82,140,244
80,248,4077,-12,164,86
253,251,4025,-116,79,-72
329,265,4006,-161,-198,-151
290,231,4050,-108,-298,-142
246,236,4035,-69,-398,-171
217,275,4010,-4,-346,-128
89,205,4022,107,-463,-45
83,243,4010,103,-506,26
60,208,4058,117,-558,122
95,88,4186,105,-497,231
137,38,4301,72,-420,255
122,127,4346,54,-248,284
86,228,4380,91,-80,315
57,195,4389,74,23,325
1,190,4389,28,113,300
82,184,4315,-2,176,213
336,92,4183,-19,225,166
390,2,4126,-45,207,127
482,-109,4087,-84,99,120
461,-145,4058,-114,-101,308
380,-178,4140,-116,-275,444
255,-180,4277,-133,-179,586
-42,-9,4414,-196,17,772
-174,181,4394,-210,177,759
-184,314,4328,-180,195,658
-82,222,4263,-113,178,416
116,86,4258,-156,215,325
212,78,4145,-252,355,353
450,115,3986,-298,508,299
568,37,3949,-273,606,302
685,-33,3973,-239,686,340
456,13,4094,-193,233,319
228,125,4131,-160,300,268
88,215,4166,-117,275,126
44,197,4194,-119,391,39
59,154,4161,-135,443,114
186,40,4209,-381,737,-49
240,-113,4078,-338,482,-120
284,-61,4080,-256,158,-185
311,-23,4009,-296,-177,-240
239,-13,4044,-310,-181,-232
193,93,4029,-433,-338,-275
111,133,4043,-337,-371,-79
144,44,4113,-216,-343,46
-6,34,4210,-107,-228,119
-246,109,4271,-59,-183,-31
-406,71,4361,-50,-154,-261
-375,2,4286,-249,25,-486
-240,76,4114,-250,54,-494
-70,82,4081,-172,107,-509
215,-74,4117,-216,0,-533
380,-100,4092,-343,-72,-521
474,-44,4040,-421,-248,-476
468,183,3929,-314,-407,-347
253,194,3962,-138,-397,-218
74,132,4133,-21,-190,-32
-182,60,4232,26,-75,164
-93,-37,4269,-36,-51,115
63,-37,4270,-104,-82,-42
127,-19,4307,-164,-245,-188
119,141,4362,-256,-314,-375
232,228,4270,-273,-241,-387
318,227,4195,-243,-191,-346
324,194,4082,-99,-218,-315
336,191,4055,45,-295,-314
392,71,4121,143,-159,-250
203,-177,4251,164,-324,-131
-20,-163,4289,147,-338,-95
-174,-97,4311,120,-419,-225
-8,-206,4222,68,-397,-435
48,-255,4184,23,-228,-484
131,-230,4080,-47,-127,-554
412,-77,3939,-73,-181,-596
676,-89,3880,-72,-350,-558
749,4,3871,-6,-418,-353
552,-13,3942,204,-337,41
209,-123,4204,299,-143,195
-100,-155,4236,309,-167,285
7,-175,4290,227,-175,43
194,-311,4247,165,16,-165
204,-330,4237,104,-13,-288
659,-389,4120,48,191,-312
-83,114,3986,20,-119,-360
328,-155,4086,79,-23,-265
268,-31,4002,28,-102,-310
333,-66,4106,125,-181,-100
440,-170,4195,116,-215,-23
259,-195,4244,104,-228,28
55,-214,4427,78,-310,-99
-108,-283,4436,11,-133,-147
-29,-242,4345,-73,-5,-259
395,-122,4125,-190,-8,-386
694,32,3969,-213,-135,-422
876,56,3938,-179,-260,-370
723,-21,3990,-95,-368,-188
465,73,4004,53,-444,-44
351,77,4003,157,-490,77
319,-19,4090,216,-539,263
240,-87,4171,121,-583,265
235,-60,4202,39,-542,251
277,-119,4254,53,-385,219
146,-122,4250,100,-340,183
257,-186,4242,93,-312,118
322,-259,4185,25,-303,87
407,-149,4009,-42,-418,-9
585,-212,3954,-53,-429,15
618,-301,3976,-32,-398,68
612,-284,4000,-41,-655,174
595,-233,4066,-17,-676,271
522,-219,4211,8,-609,361
343,-257,4417,-28,-504,556
236,-201,4520,-87,-264,671
76,-70,4477,-132,-277,623
184,-27,4459,-152,-180,351
205,-68,4434,-187,-238,146
277,-36,4380,-239,-220,-65
391,22,4276,-222,-84,-220
542,-99,4167,-195,-78,-270
569,-232,4170,-226,-110,-199
543,-199,4157,-288,-155,-9
676,-253,4185,-318,-110,114
548,-144,4132,-354,67,345
453,81,4060,-345,159,413
679,25,4007,-279,164,348
717,-36,4034,-227,108,323
681,-13,4011,-238,-7,255
590,-5,4033,-200,-66,130
385,-109,4066,-200,-119,62
283,-122,4126,-187,-96,-23
254,-110,4076,-141,-297,-226
423,-116,4046,-114,-377,-335
527,4,3966,-91,-362,-344
803,53,3859,-70,-84,-144
673,24,3978,5,-5,137
729,84,3981,-24,-138,239
878,16,4011,-14,-81,333
1087,-49,4083,1,67,487
834,-172,4234,80,-10,426
742,-148,4200,-6,-207,66
623,-69,4154,22,-111,-171
573,-107,4066,50,44,-382
680,99,4001,130,332,-386
619,16,3927,779,933,-483
548,-61,3929,1186,1268,-341
793,-342,4133,1445,1405,-239
924,-331,4236,1059,1219,122
729,-181,4198,865,1233,232
648,-286,4296,688,1111,268
553,-201,4327,212,706,42
512,-167,4271,154,586,-197
465,-139,4244,70,373,-361
485,-168,4138,-93,180,-362
516,-214,4128,-197,53,-265
510,-235,4148,-311,127,-99
405,-59,4005,-360,307,148
363,87,3967,-208,441,215
391,41,4000,8,591,172
438,51,4047,470,930,-32
317,-34,4086,637,1037,-221
476,-97,4128,577,942,-282
341,57,4093,295,746,-170
443,-82,4044,191,796,-224
540,-194,4066,112,396,-237
332,-81,4044,-73,33,-130
27,16,4146,-252,-272,-48
-26,130,4165,-363,-138,1
-88,259,4150,-405,49,1
0,460,4097,-261,213,80
24,504,4161,-54,485,164
-57,494,4249,177,738,77
50,436,4332,451,961,-176
218,304,4367,550,1120,-260
45,390,4286,495,610,-416
56,331,4219,363,372,-473
175,324,4194,334,628,-275
114,255,4164,344,598,-116
139,164,4225,407,426,17
272,-86,4436,337,421,60
303,-34,4430,201,482,99
275,75,4326,26,376,104
253,232,4062,114,92,-207
271,177,3981,659,-70,-688
226,62,3972,1264,-376,-1093
-74,283,3937,1663,-525,-1078
-208,282,4000,1581,-493,-916
-123,258,4041,1364,-285,-502
-70,267,4076,1127,244,109
-115,267,4129,1012,341,232
-38,196,4183,858,381,206
285,50,4207,588,144,-3
387,23,4192,386,-23,-86
369,77,4070,170,-177,-90
202,375,3848,5,-69,58
72,477,3785,118,66,136
88,404,3869,312,295,173
138,175,4144,497,613,278
131,-416,4637,400,639,348
116,-633,4853,101,527,383
-4,-470,4715,-223,276,312
80,92,4224,-556,153,155
104,415,3967,-532,82,44
133,634,3903,-387,78,34
-117,745,3960,-93,161,137
-299,779,3983,71,201,152
-421,807,4056,147,276,140
-194,364,4262,391,506,101
-100,-8,4504,183,421,116
-115,-134,4567,-193,232,37
3,-12,4491,-513,-128,-314
60,138,4355,-571,-215,-479
99,175,4232,-512,-208,-575
138,102,4283,-381,-156,-400
110,70,4229,-371,1,-166
-31,181,4085,-365,123,29
-78,289,4017,-278,239,124
-196,167,4032,-208,275,142
-230,141,4062,-214,275,74
-179,171,4046,-301,113,-122
12,150,3982,-384,-69,-373
129,102,3994,-382,-130,-389
159,48,3954,-366,-175,-333
-153,196,3868,-240,-30,-143
-519,105,3916,-142,-138,-80
-557,24,4122,-118,-177,-133
-376,-211,4290,-255,-77,-112
-153,-213,4303,-345,-25,-101
0,-53,4146,-425,151,-90
193,121,3974,-315,134,-199
255,18,3996,-222,16,-222
330,74,3951,-234,-143,-238
420,361,3790,-199,-127,-57
418,399,3869,-2,-70,106
196,306,4003,134,11,276
-142,197,4166,228,145,257
-544,45,4326,118,170,75
-511,120,4320,-26,215,-113
-344,214,4217,-163,-5,-197
379,242,4270,-254,-32,-52
747,242,4188,-343,-11,339
926,264,4160,-299,33,731
733,174,4191,-167,-41,1100
390,85,4201,-97,-310,1079
-14,168,4222,-108,-574,922
-491,280,4154,-49,-603,687
-509,172,4254,166,-274,567
-592,85,4309,340,-104,411
-358,-61,4470,437,248,272
-254,-124,4545,376,270,188
-79,-144,4557,210,44,76
265,32,4351,-154,-182,148
455,166,4230,-263,-159,319
326,187,4046,-264,-210,485
132,344,4008,-149,-183,471
29,288,3941,-56,-45,331
-56,91,4103,170,-275,104
-3,-6,4181,209,-513,-190
-53,-5,4068,184,-308,-256
-42,53,3976,202,-113,-294
11,31,4002,104,-414,-401
113,160,3879,-8,-696,-511
338,260,3852,-19,-492,-424
279,241,3883,98,-436,-256
184,91,4183,225,-399,-58
94,-7,4299,164,-462,-26
86,62,4304,79,-439,-75
98,24,4361,10,-581,-237
85,3,4329,-82,-524,-302
88,83,4317,-81,-327,-325
133,194,4188,-110,-663,-494
265,291,4103,-83,-203,-318
212,283,4102,45,23,-106
215,137,4231,206,-142,-14
219,107,4312,135,-165,-21
191,213,4221,22,-45,-80
270,207,4187,-31,-101,-247
466,117,4132,-136,-171,-292
398,208,4074,-166,56,-144
268,303,4018,-132,-41,-53
296,241,4010,-59,-154,63
130,320,4050,19,-155,161
-12,348,3980,133,-132,-23
-55,286,4100,302,-83,-64
-8,168,4178,373,0,7
99,122,4272,331,22,-1
193,206,4181,171,196,41
193,259,4141,114,41,-18
334,379,4128,92,269,119
162,270,4171,52,302,272
100,259,4253,-36,94,148
15,341,4210,-90,-108,15
129,445,4076,-73,-24,-51
132,441,4100,21,72,67
160,276,4184,117,149,178
182,225,4300,80,402,340
145,331,4278,3,212,230
245,394,4160,-93,151,108
229,461,4083,-49,33,69
300,487,4003,-15,-45,102
255,481,4056,63,55,219
-37,504,4077,86,118,329
-24,478,4168,107,97,303
-36,502,4126,80,170,276
54,493,4065,114,223,192
34,350,4060,201,377,150
135,442,4018,148,325,98
165,491,3950,113,188,95
388,410,4048,84,56,139
296,357,4133,80,14,140
203,385,4172,100,37,65
44,411,4214,113,-117,-26
151,440,4199,68,-64,1
193,467,4123,22,87,109
231,418,4122,61,87,107
227,399,4123,84,57,59
192,380,4107,42,28,-8
144,301,4149,-26,-99,-197
243,183,4156,-114,-115,-234
359,285,4006,-168,-99,-196
442,429,3896,-111,-18,-120
421,379,3812,89,-18,98
310,398,3955,217,-41,235
110,415,4019,251,78,337
-167,407,4180,217,10,259
-278,479,4209,115,73,157
-225,508,4242,68,152,62
-90,495,4242,-5,166,-91
79,515,4179,-48,144,-252
241,492,4164,-57,79,-346
382,489,4112,-100,-123,-368
358,549,4108,-68,-28,-297
208,505,4160,-16,-67,-263
249,489,4195,-67,-58,-50
105,582,4177,-83,16,171
155,497,4202,-30,49,197
208,489,4192,33,293,254
59,472,4240,49,195,143
175,502,4221,-4,98,-52
234,596,4138,-33,142,-170
256,693,4061,14,2,-444
243,763,4095,75,-7,-496
250,665,4182,122,-91,-622
241,600,4254,108,-157,-1016
54,602,4328,48,-303,-1130
-39,602,4404,-67,-597,-1356
102,401,4375,-297,-570,-1925
81,523,4267,-556,-1089,-2403
205,474,4152,-662,-1598,-3095
520,306,4218,-712,-2000,-3597
415,195,4193,-991,-2476,-3819
634,482,4001,-1192,-2825,-3859
626,577,4015,-949,-2778,-4558
789,306,3983,-966,-2259,-4872
601,-53,4050,-972,-1448,-5017
348,414,4234,-444,726,-4726
-1053,684,4733,28,2660,-5616
-368,41,6145,-1292,4235,-6884
-563,-643,5531,-2676,4567,-6831
385,-187,4781,-3903,3423,-7224
853,643,3635,-3894,2989,-7521
1448,1013,2663,-2985,3211,-7995
901,636,2976,-809,3337,-7452
477,-64,3667,218,3044,-6894
204,-577,4483,485,3237,-6302
-223,-775,4704,369,4002,-5702
-526,-777,4370,652,5022,-5414
-1035,-679,4021,1302,4290,-5584
-897,107,4536,1571,2635,-7191
270,37,4157,1323,2625,-8150
465,223,3666,1712,1542,-8394
432,460,3158,2621,-1601,-8127
615,446,3518,3066,-3048,-7632
312,224,4142,3046,-2733,-6590
-445,-2,4438,2336,-1372,-5557
-777,-735,4676,1851,-1042,-5360
-675,-722,4737,1349,-1250,-5499
-773,-107,4449,612,-1240,-5745
-349,190,4142,195,507,-5571
342,328,3785,218,1043,-5255
471,364,3669,777,193,-5003
-472,126,4023,1337,-485,-4781
-677,-134,4212,1236,-645,-5070
-577,-56,4223,1227,-976,-5566
-307,235,4027,1262,-1366,-5779
205,378,4137,1050,-1060,-5389
-4,202,4407,863,-625,-4838
-453,-308,4902,117,638,-4558
-612,-370,4474,-708,1130,-4493
382,97,3868,-1156,1081,-4321
565,524,3735,-494,-204,-2926
279,259,4008,-4,-272,-2280
-193,269,4068,142,-227,-2023
-224,-8,4170,-68,-242,-1479
-269,-144,4183,-340,-442,-1275
-3,62,4077,-511,-589,-1082
-177,285,3890,-452,-485,-526
-254,191,3973,-203,-194,-344
-430,-195,4296,-84,43,-215
-654,-544,4495,-241,86,-239
-574,72,4089,-470,-476,-592
-402,121,4109,-214,-392,-394
-375,199,4148,-25,-199,-270
-482,80,4206,206,-21,-245
-478,-14,4207,-7,30,-372
-210,94,4011,-227,-51,-244
-233,105,3754,-221,-160,150
-268,48,3824,-44,-18,240
-342,-70,3920,85,100,294
-480,-62,3990,140,138,145
-392,-185,3979,222,248,13
-316,-285,4134,200,214,7
-235,-284,4217,-114,30,38
-20,11,4163,-294,-96,93
-232,255,3940,-398,-146,323
-423,166,3939,-332,347,729
-690,-282,4326,-195,699,455
-1358,-181,4416,-168,777,-232
-141,-584,4244,-641,1294,-1109
-296,315,3678,-205,200,-890
80,-13,3926,212,390,-716
-20,-241,4286,409,275,-589
-128,-129,4489,288,-8,-492
103,-107,4761,117,345,-163
338,-192,5128,-95,657,271
-78,-295,5117,-455,643,513
-138,-309,5005,-563,651,508
-97,-347,5042,-580,478,462
-239,-286,4767,-671,135,197
-187,-180,4477,-568,-131,-17
-553,58,4658,-426,-200,-143
520,-92,4179,-149,-315,-153
8,-334,4417,354,-168,105
-248,-870,4877,448,231,142
-491,-1158,5122,175,343,177
-381,-897,5286,-226,279,156
-128,-432,5084,-346,171,95
103,-207,5059,95,157,-77
313,38,4881,636,-317,-386
550,251,4971,559,-449,-318
903,324,4941,232,-547,50
906,218,5192,-278,-107,1440
-17,-177,5003,-471,234,2258
-798,-515,4741,-604,326,2439
-1115,-563,4634,-789,404,2099
-1100,-526,4513,-803,269,1524
-982,-507,4475,-800,50,840
-967,-450,4342,-514,-596,-21
-641,-392,4358,-220,-767,-418
-67,-208,4507,6,-718,-459
385,-306,4716,-42,-957,-159
137,-414,4631,-310,-1046,7
-137,-688,4627,-627,-936,110
-450,-795,4507,-960,-929,-39
-494,-942,4150,-1196,-1032,-59
-422,-718,3812,-1615,-1188,-209
-424,-661,3770,-1653,-1261,-232
-587,-615,3509,-1496,-1743,-433
-495,-231,3426,-1250,-1844,-776
-213,-253,3319,-940,-1670,-1007
13,-177,3069,-805,-1605,-1184
177,-242,3001,-988,-1412,-956
130,-279,2868,-1215,-1274,-683
-27,-234,2510,-1447,-1037,-539
168,-254,2445,-1226,-753,-616
30,-218,2402,-959,-804,-681
-138,-484,2472,-690,-803,-867
-64,-429,2226,-493,-888,-1147
212,-259,2194,-232,-934,-1274
300,-64,2004,67,-916,-1265
469,-268,2321,259,-763,-1333
513,-230,2338,93,-552,-1214
577,-115,2273,-387,149,-571
257,-418,2349,-504,787,-100
4,-522,2481,-503,1105,156
-291,-299,2318,-482,1005,-164
117,80,2200,-114,934,-432
223,263,2463,290,670,-574
130,221,2555,715,322,-750
91,119,2822,1588,-116,-1256
13,43,2866,1955,-180,-1480
225,-169,3259,2102,145,-1429
283,-358,3990,1612,447,-837
4,-309,3923,994,871,-430
-31,-259,4197,574,1471,-93
153,-322,4570,337,1708,226
262,-188,4655,333,1452,177
461,259,4345,1407,1243,-813
-89,-66,4239,1562,580,-579
-59,-83,4156,1937,878,-402
-39,49,4611,2752,989,-642
76,111,4456,2536,1140,-488
128,208,4662,1941,1605,122
101,109,4720,1275,1794,511
14,2,4782,632,1616,683
-419,-132,4770,447,1339,475
-466,-115,4790,448,869,-68
-116,-73,5050,336,209,-652
-65,616,4611,361,-346,-931
191,702,4261,1383,-363,-781
79,405,4698,2195,-77,-334
1,139,4964,2109,666,401
16,22,5249,1699,952,637
-436,15,4949,1117,816,718
-130,126,4872,507,974,751
-150,307,4756,-85,691,803
-296,520,4383,-229,267,692
-204,332,4852,363,-14,609
-290,87,5353,612,-327,575
-607,-148,5454,746,-752,276
-613,-100,6125,1071,-1028,-616
251,-634,6280,790,-916,-692
347,138,5812,-9,-1200,-482
555,378,5080,-969,-389,153
508,319,4786,-1108,-73,678
73,236,4602,-1138,-47,859
-75,161,4573,-987,-55,574
-208,214,4158,-880,-416,300
-243,235,3923,-750,-494,134
-168,229,3801,-605,-654,58
-172,213,3801,-411,-823,2
-295,158,3672,-320,-887,-51
-215,108,3821,-204,-883,-67
-175,272,3904,-225,-588,178
-127,251,3955,-207,-273,255
-148,233,4024,-142,-111,224
-193,38,4134,-19,-32,66
-93,3,4180,13,-88,-100
-45,22,4245,8,-146,-237
22,-16,4347,-132,-152,-359
-18,80,4196,-253,-190,-378
60,128,4172,-347,-40,-306
116,49,4285,-502,43,16
352,-34,4440,-606,-164,87
307,199,4313,-698,-473,76
354,310,4059,-574,-608,62
394,338,4042,-378,-625,175
86,328,3913,-292,-601,273
-34,209,3981,-254,-387,318
209,-28,4381,-347,-342,397
249,39,4303,-493,-465,354
294,131,4218,-552,-506,313
325,211,4132,-545,-351,419
377,132,4140,-455,-380,464
325,195,4127,-337,-607,488
290,141,4086,-285,-626,636
424,141,4150,-305,-544,724
346,227,3964,-254,-643,684
290,208,3958,-30,-488,470
260,-14,4128,68,-365,440
261,-24,4177,51,-442,453
224,209,3935,-46,-320,424
400,144,3869,-92,128,427
457,127,3966,-58,261,450
282,126,3935,-21,391,338
157,76,4004,67,561,210
49,-213,4117,305,611,13
174,-279,4293,312,640,-37
296,-171,4190,192,233,-169
323,-32,4081,174,-99,-254
317,-9,4109,195,-217,-221
253,21,4067,169,-210,-141
261,6,4156,171,-64,-60
309,-30,4278,48,45,69
581,28,4344,-191,262,213
682,162,4238,-334,274,375
492,61,4338,-265,329,531
-9,-221,4550,-154,218,300
11,-167,4416,-207,55,-7
93,-139,4192,-223,-9,-268
253,13,3943,-225,248,-363
367,35,3991,-195,372,-182
246,27,3942,-224,403,63
40,78,3836,-104,476,107
102,-42,3958,15,569,102
39,-288,4302,28,616,184
-336,-382,4408,-76,471,56
-258,-266,4266,-148,367,-445
169,-111,4331,-190,280,-608
354,73,4176,-228,48,-596
495,303,4031,-153,84,-454
509,303,4004,-90,259,-209
395,223,4102,-43,358,-6
167,105,4142,-29,420,113
74,-26,4411,-87,462,218
-13,-113,4497,-208,341,254
-52,123,4251,-261,2,-59
31,127,4242,-186,16,-126
209,33,4312,-125,-47,-113
65,141,4065,-56,-265,-147
218,122,4097,52,-168,-130
230,85,4229,116,-221,0
147,61,4229,200,-260,-162
58,-18,4180,225,-258,-251
80,-2,4159,210,-198,-303
87,-32,4136,114,-249,-298
-100,-66,3993,89,-273,-323
-110,-77,4071,108,-221,-359
74,-74,4186,40,-128,-316
